id,name,category,type_detail,region,sido,sigungu,address,lat,lng,operator,operator_level,tel,homepage,facilities,source,operator_verified
camp-31024,수레의산자연휴양림 야영장,자동차야영장,자동차야영장,충북,충청북도,음성군,충청북도 음성군 생극면 차생로 310-108,37.0388891480413,127.651385542717,음성군청,기초자치단체,043-878-2013,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030017,"자동차야영(33면),물놀이장, 산책로, 화장실",공유누리(행정안전부),Y
camp-30968,박달재자연휴양림 야영장,일반야영장,일반야영장,충북,충청북도,제천시,충청북도 제천시 백운면 금봉로 223,37.1480635588463,128.045292960919,제천시청,기초자치단체,043-652-0910,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030062,"55면,계곡, 물놀이장",공유누리(행정안전부),Y
camp-31347,제천 하늘뜨레 서울캠핑장,자동차야영장,자동차야영장,충북,충청북도,제천시,충청북도 제천시 송학면 송한리 543,37.2212117756023,128.236620286466,제천시청,기초자치단체,043-652-3926,https://blog.naver.com/seoul_camp/221499393337,"일반(20면),산책로,운동장,낚시,어린이놀이시설",공유누리(행정안전부),Y
camp-31349,좌구산오토캠핑장,자동차야영장,자동차야영장,충북,충청북도,증평군,충청북도 증평군 증평읍 율리휴양로 418,36.7138287206484,127.649697034989,증평군청,기초자치단체,043-835-4592,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030089,"11,화장실, 휴게정자, 샤워실 등",공유누리(행정안전부),Y
camp-31071,좌구산휴양랜드 야영장,자동차야영장,자동차야영장,충북,충청북도,증평군,충청북도 증평군 증평읍 솟점말길 107,36.7055682132374,127.651121640168,증평군휴양공원사업소,기초자치단체,043-835-4551,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030089,"11면,좌구산 줄타기, 썰매장, 명상 구름다리, 명상의 집, 천문대, 운동장",공유누리(행정안전부),Y
camp-gc-035,문암생태공원,일반야영장,일반야영장/자동차야영장/글램핑/카라반,충북,충청북도,청주시,충청북도 청주시 흥덕구 무심서로 1097 (문암동),,,,,,,,고캠핑 전국 야영장 등록현황(한국관광공사),N
camp-31044,옥화자연휴양림 오토캠핑장,자동차야영장,자동차야영장,충북,충청북도,청주시,충청북도 청주시 상당구 미원면 운암옥화길140,36.5989501183999,127.694371568372,청주시시설관리공단,지방공기업·출자출연기관,043-270-7384,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030054,"야영데크(40면),물놀이장, 족구장, 숲속놀이터, 다목적실, 산책로",공유누리(행정안전부),Y
camp-31391,현도오토캠핑장,자동차야영장,자동차야영장,충북,충청북도,청주시,충청북도 청주시 서원구 현도면 중척리 652,36.4706138959898,127.402597436582,청주시시설관리공단,지방공기업·출자출연기관,043-270-7388,https://crs.cjsisul.or.kr/pGuide/int01001_list.do?actionType=fac_guide&menu_id=A01,"캠핑사이트 40면, 관리동 1동 화장·샤워실4동 취사장2동, 화장실,샤워실",공유누리(행정안전부),Y
camp-30962,문성자연휴양림 야영장,일반야영장,일반야영장,충북,충청북도,충주시,충청북도 충주시 노은면 우성1길 191,37.0283260238779,127.75252166661,충주시설관리공단,지방공기업·출자출연기관,043-870-7911,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030055,"12면,유아숲체험원, 목재문화체험장, 짚라인, 세미나실, 식당, 산책로",공유누리(행정안전부),Y
camp-30982,봉황자연휴양림 야영장,카라반,카라반,충북,충청북도,충주시,충청북도 충주시 중앙탑면 수룡봉황길540,37.0565222839363,127.829746486391,충주시설관리공단,지방공기업·출자출연기관,043-870-7920,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030051,"야영장(5면), 카라반(6동),계곡, 산책로",공유누리(행정안전부),Y
camp-31563,행복숲 체험원,자동차야영장,자동차야영장,충북,충청북도,충주시,충청북도 충주시 노은면 우성1길 191,37.0283260238779,127.75252166661,충주시시설관리공단,지방공기업·출자출연기관,043-870-7911,https://www.cjfmc.or.kr/hbf/index.do,"오토캠핑장(20면) 문성자연휴양림(숲속의집5동 외 22동 숙박가능),산책로,운동장,농어촌체험시설",공유누리(행정안전부),Y
